도로등급,지점번호,년,월,일,방향,시간,1종,2종,3종,4종,5종,6종,7종,8종,9종,10종,11종,12종,계
고속국도,03701,2012,10,18,1,11~12,748,63,158,81,80,39,44,0,0,10,0,1,1224
고속국도,03701,2012,10,18,1,12~13,848,24,174,86,107,44,50,0,0,7,0,0,1340
고속국도,03701,2012,10,18,1,13~14,1083,42,166,74,102,47,55,2,0,9,0,0,1580
고속국도,03701,2012,10,18,1,14~15,1276,46,207,111,78,34,41,6,0,18,0,1,1818
고속국도,03701,2012,10,18,1,15~16,1526,55,274,106,103,46,45,3,0,8,0,0,2166
고속국도,03701,2012,10,18,1,16~17,2034,64,306,76,69,47,42,1,0,9,0,3,2651
고속국도,03701,2012,10,18,1,17~18,1887,87,327,65,112,63,54,1,0,0,0,0,2596
고속국도,03701,2012,10,18,1,18~19,2021,130,235,81,77,32,35,0,0,7,0,0,2618
고속국도,03701,2012,10,18,1,19~20,1833,117,160,47,74,65,45,0,0,3,0,0,2344
고속국도,03701,2012,10,18,1,20~21,1602,87,105,109,76,43,18,2,0,4,0,0,2046
고속국도,03701,2012,10,18,1,21~22,1081,27,99,87,50,29,21,0,0,0,0,0,1394
고속국도,03701,2012,10,18,1,22~23,730,33,61,43,47,39,31,4,0,11,0,1,1000
고속국도,03701,2012,10,18,1,23~0,469,7,39,52,43,24,33,0,0,3,0,0,670
고속국도,03701,2012,10,18,2,0~1,177,4,18,39,31,19,19,0,0,0,0,0,307
고속국도,03701,2012,10,18,2,1~2,121,1,18,42,31,14,14,0,0,0,0,0,241
고속국도,03701,2012,10,18,2,2~3,65,2,12,11,21,9,9,0,0,0,0,0,129
고속국도,03701,2012,10,18,2,3~4,88,3,23,23,15,6,8,0,0,0,0,0,166
고속국도,03701,2012,10,18,2,4~5,237,6,43,38,31,15,7,0,0,0,0,0,377
고속국도,03701,2012,10,18,2,5~6,826,12,53,71,56,22,25,0,0,2,0,0,1067
고속국도,03701,2012,10,18,2,6~7,1449,36,170,75,54,39,33,0,0,1,0,0,1857
고속국도,03701,2012,10,18,2,7~8,1539,116,208,66,58,26,27,1,0,6,0,0,2047
고속국도,03701,2012,10,18,2,8~9,1562,176,153,97,43,29,26,0,0,8,0,2,2096
고속국도,03701,2012,10,18,2,9~10,2219,129,190,82,84,48,39,0,0,5,0,0,2796
고속국도,03701,2012,10,18,2,10~11,2482,53,239,67,83,49,38,2,0,8,0,1,3022
고속국도,03701,2012,10,18,2,11~12,2310,51,185,100,113,45,36,2,0,10,0,2,2854
고속국도,03701,2012,10,18,2,12~13,1383,30,183,79,75,50,35,2,0,9,0,0,1846
고속국도,03701,2012,10,18,2,13~14,1165,37,137,76,67,36,35,2,0,4,0,0,1559
고속국도,03701,2012,10,18,2,14~15,1115,28,129,71,48,23,22,0,0,3,0,0,1439
고속국도,03701,2012,10,18,2,15~16,1056,63,128,58,48,33,22,7,0,21,2,3,1441
고속국도,03701,2012,10,18,2,16~17,1116,59,133,77,79,49,41,0,0,3,0,0,1557
고속국도,03701,2012,10,18,2,17~18,1059,43,91,86,55,26,29,1,0,7,0,2,1399
고속국도,03701,2012,10,18,2,18~19,907,17,46,74,50,43,34,5,0,10,0,2,1188
고속국도,03701,2012,10,18,2,19~20,700,25,88,114,52,26,33,0,0,2,0,0,1040
고속국도,03701,2012,10,18,2,20~21,593,19,67,82,66,34,36,0,0,0,0,0,897
고속국도,03701,2012,10,18,2,21~22,484,15,48,94,70,32,39,0,0,0,0,0,782
고속국도,03701,2012,10,18,2,22~23,305,14,26,65,48,39,36,0,0,0,0,0,533
고속국도,03701,2012,10,18,2,23~0,239,9,30,29,31,24,17,0,0,0,0,0,379
고속국도,04001,2012,10,18,1,0~1,108,11,29,46,34,6,11,2,0,7,0,5,259
고속국도,04001,2012,10,18,1,1~2,66,18,12,28,13,15,10,4,0,9,1,0,176
고속국도,04001,2012,10,18,1,2~3,48,11,12,21,12,15,9,6,0,8,0,0,142
고속국도,04001,2012,10,18,1,3~4,49,22,12,19,14,0,14,4,1,11,0,0,146
고속국도,04001,2012,10,18,1,4~5,72,13,20,36,29,10,24,2,0,9,0,2,217
고속국도,04001,2012,10,18,1,5~6,196,18,65,76,40,18,52,5,0,37,0,7,514
고속국도,04001,2012,10,18,1,6~7,487,56,151,160,101,46,71,4,0,48,0,8,1132
고속국도,04001,2012,10,18,1,7~8,707,87,191,150,99,54,43,9,0,68,0,5,1413
고속국도,04001,2012,10,18,1,8~9,817,135,208,205,80,45,40,15,2,50,0,1,1598
고속국도,04001,2012,10,18,1,9~10,905,138,244,249,88,49,51,22,2,60,4,3,1815
고속국도,04001,2012,10,18,1,10~11,898,89,223,280,109,49,60,17,0,50,1,9,1785
고속국도,04001,2012,10,18,1,11~12,839,83,233,261,124,45,122,22,1,62,5,9,1806
고속국도,04001,2012,10,18,1,12~13,753,74,213,235,125,66,137,12,2,41,3,9,1670
고속국도,04001,2012,10,18,1,13~14,831,67,218,250,138,57,102,19,0,44,3,9,1738
고속국도,04001,2012,10,18,1,14~15,1016,94,270,244,128,58,102,22,2,66,2,5,2009
고속국도,04001,2012,10,18,1,15~16,1089,105,271,281,138,72,109,22,0,62,0,12,2161
고속국도,04001,2012,10,18,1,16~17,1213,101,279,285,147,55,125,20,0,51,1,10,2287
고속국도,04001,2012,10,18,1,17~18,1179,145,286,273,146,44,59,15,2,43,1,15,2208
고속국도,04001,2012,10,18,1,18~19,1094,105,244,182,107,37,63,11,0,24,0,16,1883
고속국도,04001,2012,10,18,1,19~20,786,70,185,143,113,15,53,6,0,27,2,4,1404
고속국도,04001,2012,10,18,1,20~21,519,45,127,114,83,17,59,13,0,26,0,6,1009
고속국도,04001,2012,10,18,1,21~22,321,46,79,70,91,9,42,9,0,16,0,6,689
고속국도,04001,2012,10,18,1,22~23,260,20,72,49,69,12,16,7,0,13,0,0,518
고속국도,04001,2012,10,18,1,23~0,162,21,51,34,36,13,11,1,1,8,0,1,339
고속국도,04001,2012,10,18,2,0~1,106,8,27,17,36,22,36,2,0,8,1,3,266
고속국도,04001,2012,10,18,2,1~2,58,15,17,27,30,8,23,4,1,27,3,4,217
고속국도,04001,2012,10,18,2,2~3,53,14,9,19,22,12,18,4,0,12,0,10,173
고속국도,04001,2012,10,18,2,3~4,47,8,18,23,29,12,18,3,0,21,0,6,185
고속국도,04001,2012,10,18,2,4~5,62,15,19,31,59,29,41,9,0,24,0,5,294
고속국도,04001,2012,10,18,2,5~6,179,22,42,68,68,38,67,8,0,56,0,12,560
고속국도,04001,2012,10,18,2,6~7,373,57,89,151,96,56,80,11,0,46,3,14,976
고속국도,04001,2012,10,18,2,7~8,816,83,184,179,107,46,66,11,0,43,3,14,1552
고속국도,04001,2012,10,18,2,8~9,835,113,178,177,80,80,55,22,2,42,5,10,1599
고속국도,04001,2012,10,18,2,9~10,904,194,183,262,116,121,44,47,5,57,2,7,1942
고속국도,04001,2012,10,18,2,10~11,1170,149,232,287,130,148,40,35,3,47,3,5,2249
고속국도,04001,2012,10,18,2,11~12,1115,100,223,276,126,113,40,29,2,65,0,5,2094
고속국도,04001,2012,10,18,2,12~13,904,96,202,249,114,85,57,26,0,44,0,6,1783
고속국도,04001,2012,10,18,2,13~14,1006,89,203,269,90,81,60,26,0,29,0,5,1858
고속국도,04001,2012,10,18,2,14~15,1094,117,224,279,140,77,37,34,1,51,0,3,2057
고속국도,04001,2012,10,18,2,15~16,1284,110,266,322,142,91,41,27,0,48,2,12,2345
고속국도,04001,2012,10,18,2,16~17,1301,125,277,262,100,78,33,28,0,37,2,5,2248
고속국도,04001,2012,10,18,2,17~18,1086,96,228,179,65,60,27,21,0,28,0,2,1792
고속국도,04001,2012,10,18,2,18~19,845,69,164,124,69,47,25,14,2,23,0,4,1386
고속국도,04001,2012,10,18,2,19~20,720,67,173,106,41,26,18,12,0,19,0,0,1182
고속국도,04001,2012,10,18,2,20~21,540,50,106,93,43,24,20,12,0,32,0,0,920
고속국도,04001,2012,10,18,2,21~22,410,35,97,54,24,19,19,4,1,29,1,5,698
고속국도,04001,2012,10,18,2,22~23,294,20,64,37,41,28,21,3,0,14,0,1,523
고속국도,04001,2012,10,18,2,23~0,180,8,49,31,32,21,24,2,0,27,0,3,377
고속국도,04002-1,2012,10,18,1,0~1,94,2,3,50,31,14,12,2,0,8,2,3,221
고속국도,04002-1,2012,10,18,1,1~2,65,2,9,31,16,9,8,0,0,3,1,3,147
고속국도,04002-1,2012,10,18,1,2~3,40,2,0,37,14,2,3,3,0,7,0,0,108
고속국도,04002-1,2012,10,18,1,3~4,28,3,4,35,18,8,5,1,0,2,0,0,104
고속국도,04002-1,2012,10,18,1,4~5,63,2,9,46,22,9,10,1,0,7,0,0,169
고속국도,04002-1,2012,10,18,1,5~6,171,2,30,90,56,27,20,4,0,19,1,2,422
고속국도,04002-1,2012,10,18,1,6~7,396,13,104,156,65,28,32,4,0,28,0,2,828
고속국도,04002-1,2012,10,18,1,7~8,633,26,118,191,71,41,17,6,0,23,2,6,1134
고속국도,04002-1,2012,10,18,1,8~9,777,54,120,168,50,37,9,5,0,24,3,2,1249
고속국도,04002-1,2012,10,18,1,9~10,972,48,160,281,112,40,23,16,0,29,2,1,1684
고속국도,04002-1,2012,10,18,1,10~11,1096,31,192,343,104,57,41,21,0,40,1,2,1928
고속국도,04002-1,2012,10,18,1,11~12,1155,10,144,336,116,64,51,12,0,50,2,2,1942
고속국도,04002-1,2012,10,18,1,12~13,851,11,138,311,127,65,91,9,0,58,2,12,1675
고속국도,04002-1,2012,10,18,1,13~14,938,24,126,306,113,42,71,10,0,39,3,3,1675
고속국도,04002-1,2012,10,18,1,14~15,1011,29,128,287,114,52,51,18,0,34,1,8,1733
고속국도,04002-1,2012,10,18,1,15~16,1059,32,122,326,128,49,56,10,0,41,0,5,1828
고속국도,04002-1,2012,10,18,1,16~17,1061,53,142,296,111,39,62,10,0,41,1,20,1836
고속국도,04002-1,2012,10,18,1,17~18,1006,36,116,250,105,24,39,14,0,29,2,11,1632
고속국도,04002-1,2012,10,18,1,18~19,917,40,132,203,97,27,32,5,0,19,2,18,1492
고속국도,04002-1,2012,10,18,1,19~20,639,35,75,154,80,30,33,3,0,17,0,5,1071
고속국도,04002-1,2012,10,18,1,20~21,479,15,59,125,82,22,17,4,0,16,1,11,831
고속국도,04002-1,2012,10,18,1,21~22,350,8,20,85,81,18,23,3,0,13,1,5,607
고속국도,04002-1,2012,10,18,1,22~23,246,6,21,67,53,9,10,4,0,10,0,2,428
고속국도,04002-1,2012,10,18,1,23~0,135,0,12,48,39,11,7,1,0,6,0,3,262
고속국도,04002-1,2012,10,18,2,0~1,169,3,18,50,37,9,31,1,0,16,1,3,338
고속국도,04002-1,2012,10,18,2,1~2,101,3,12,34,14,15,14,2,0,9,0,6,210
고속국도,04002-1,2012,10,18,2,2~3,59,2,5,29,32,7,17,2,0,15,0,2,170
고속국도,04002-1,2012,10,18,2,3~4,67,0,4,31,27,14,12,1,0,16,1,1,174
고속국도,04002-1,2012,10,18,2,4~5,58,3,10,60,33,19,37,4,0,40,1,2,267
고속국도,04002-1,2012,10,18,2,5~6,90,4,15,101,63,39,59,3,0,53,1,11,439
고속국도,04002-1,2012,10,18,2,6~7,321,9,46,146,95,33,66,4,0,41,1,9,771
고속국도,04002-1,2012,10,18,2,7~8,701,29,80,180,72,42,43,4,0,46,1,10,1208
고속국도,04002-1,2012,10,18,2,8~9,908,28,107,242,77,61,44,12,0,43,3,9,1534
고속국도,04002-1,2012,10,18,2,9~10,808,47,147,274,67,99,27,14,0,36,1,3,1523
고속국도,04002-1,2012,10,18,2,10~11,887,39,166,306,117,101,42,19,0,46,2,4,1729
고속국도,04002-1,2012,10,18,2,11~12,887,26,153,297,99,64,52,22,0,36,1,5,1642
고속국도,04002-1,2012,10,18,2,12~13,705,24,136,283,89,45,43,7,0,33,2,0,1367
고속국도,04002-1,2012,10,18,2,13~14,834,25,143,254,93,51,43,12,0,34,0,3,1492
고속국도,04002-1,2012,10,18,2,14~15,984,9,203,303,116,58,26,5,0,31,2,1,1738
고속국도,04002-1,2012,10,18,2,15~16,1214,39,255,368,99,73,36,12,0,36,1,2,2135
고속국도,04002-1,2012,10,18,2,16~17,1374,23,211,267,102,70,28,8,0,25,0,0,2108
고속국도,04002-1,2012,10,18,2,17~18,1311,23,197,221,67,42,21,8,0,26,0,6,1922
고속국도,04002-1,2012,10,18,2,18~19,994,23,124,163,46,24,6,6,0,11,0,0,1397
고속국도,04002-1,2012,10,18,2,19~20,715,20,111,117,46,27,13,2,0,13,1,2,1067
고속국도,04002-1,2012,10,18,2,20~21,676,23,89,141,46,21,12,5,0,24,1,2,1040
고속국도,04002-1,2012,10,18,2,21~22,462,15,52,82,37,19,18,3,0,7,0,1,696
고속국도,04002-1,2012,10,18,2,22~23,304,4,27,59,39,12,26,4,0,15,0,1,491
고속국도,04002-1,2012,10,18,2,23~0,231,4,22,52,30,21,21,0,0,20,1,7,409
고속국도,04003,2012,10,18,1,0~1,100,2,3,53,33,15,13,2,0,8,2,3,234
고속국도,04003,2012,10,18,1,1~2,56,2,8,27,14,8,7,0,0,3,1,3,129
고속국도,04003,2012,10,18,1,2~3,23,1,0,21,8,1,2,2,0,4,0,0,62
고속국도,04003,2012,10,18,1,3~4,32,3,5,39,20,9,6,1,0,2,0,0,117
고속국도,04003,2012,10,18,1,4~5,81,2,11,60,29,11,13,1,0,9,0,0,217
고속국도,04003,2012,10,18,1,5~6,199,2,35,105,65,31,23,5,0,22,1,2,490
고속국도,04003,2012,10,18,1,6~7,487,16,128,192,80,35,39,5,0,35,0,3,1020
고속국도,04003,2012,10,18,1,7~8,805,34,152,245,91,53,22,8,0,29,3,8,1450
고속국도,04003,2012,10,18,1,8~9,1035,72,160,224,67,49,12,7,0,32,4,2,1664
고속국도,04003,2012,10,18,1,9~10,1244,61,205,360,144,51,30,20,0,37,2,1,2155
고속국도,04003,2012,10,18,1,10~11,1280,36,224,400,122,66,48,25,0,47,1,2,2251
고속국도,04003,2012,10,18,1,11~12,1256,11,157,365,126,70,55,13,0,54,2,2,2111
고속국도,04003,2012,10,18,1,12~13,759,10,123,277,113,58,81,8,0,52,2,11,1494
고속국도,04003,2012,10,18,1,13~14,1111,28,149,363,134,50,84,12,0,46,4,4,1985
고속국도,04003,2012,10,18,1,14~15,1161,33,147,329,131,60,59,21,0,39,1,9,1990
고속국도,04003,2012,10,18,1,15~16,1135,34,131,350,137,53,60,11,0,44,0,5,1960
고속국도,04003,2012,10,18,1,16~17,860,43,115,240,90,32,50,8,0,33,1,16,1488
고속국도,04003,2012,10,18,1,17~18,1205,43,139,300,126,29,47,17,0,35,2,13,1956
고속국도,04003,2012,10,18,1,18~19,1089,48,157,241,115,32,38,6,0,23,2,21,1772
고속국도,04003,2012,10,18,1,19~20,840,46,99,202,105,39,43,4,0,22,0,7,1407
고속국도,04003,2012,10,18,1,20~21,607,19,75,158,104,28,21,5,0,20,1,14,1052
고속국도,04003,2012,10,18,1,21~22,417,9,24,101,97,22,27,4,0,15,1,6,723
고속국도,04003,2012,10,18,1,22~23,314,8,27,86,68,12,13,5,0,13,0,2,548
고속국도,04003,2012,10,18,1,23~0,147,0,13,52,42,12,8,1,0,7,0,3,285
고속국도,04003,2012,10,18,2,0~1,115,2,12,34,25,6,21,1,0,11,1,2,230
고속국도,04003,2012,10,18,2,1~2,66,2,8,22,9,10,9,1,0,6,0,4,137
고속국도,04003,2012,10,18,2,2~3,24,1,2,12,13,3,7,1,0,6,0,1,70
고속국도,04003,2012,10,18,2,3~4,71,0,4,33,29,15,13,1,0,17,1,1,185
고속국도,04003,2012,10,18,2,4~5,62,3,11,65,36,20,40,4,0,43,1,2,287
고속국도,04003,2012,10,18,2,5~6,102,5,17,115,72,44,67,3,0,60,1,12,498
고속국도,04003,2012,10,18,2,6~7,367,10,53,167,109,38,75,4,0,47,1,10,881
고속국도,04003,2012,10,18,2,7~8,937,39,108,241,97,56,58,5,0,62,1,13,1617
고속국도,04003,2012,10,18,2,8~9,1022,31,121,272,87,69,50,13,0,48,3,10,1726
고속국도,04003,2012,10,18,2,9~10,853,50,155,289,71,104,29,15,0,38,1,3,1608
고속국도,04003,2012,10,18,2,10~11,903,40,169,312,119,103,43,19,0,47,2,4,1761
고속국도,04003,2012,10,18,2,11~12,922,27,159,309,103,67,54,23,0,37,1,5,1707
고속국도,04003,2012,10,18,2,12~13,607,21,117,244,77,39,37,6,0,28,2,0,1178
고속국도,04003,2012,10,18,2,13~14,977,29,168,297,109,60,50,14,0,40,0,4,1748
고속국도,04003,2012,10,18,2,14~15,1022,9,211,315,120,60,27,5,0,32,2,1,1804
고속국도,04003,2012,10,18,2,15~16,1092,35,229,331,89,66,32,11,0,32,1,2,1920
고속국도,04003,2012,10,18,2,16~17,1035,17,159,201,77,53,21,6,0,19,0,0,1588
고속국도,04003,2012,10,18,2,17~18,1403,25,211,236,72,45,22,9,0,28,0,6,2057
고속국도,04003,2012,10,18,2,18~19,1145,27,143,188,53,28,7,7,0,13,0,0,1611
고속국도,04003,2012,10,18,2,19~20,850,24,132,139,55,32,15,2,0,16,1,2,1268
고속국도,04003,2012,10,18,2,20~21,569,19,75,119,39,18,10,4,0,20,1,2,876
고속국도,04003,2012,10,18,2,21~22,451,15,51,80,36,19,18,3,0,7,0,1,681
고속국도,04003,2012,10,18,2,22~23,331,4,29,64,42,13,28,4,0,16,0,1,532
고속국도,04003,2012,10,18,2,23~0,175,3,17,39,23,16,16,0,0,15,1,5,310
고속국도,04004,2012,10,18,1,0~1,96,2,8,19,18,9,0,0,0,2,0,0,154
고속국도,04004,2012,10,18,1,1~2,64,2,4,13,12,3,1,0,0,2,0,0,101
고속국도,04004,2012,10,18,1,2~3,29,0,6,19,14,3,4,0,0,2,0,0,77
고속국도,04004,2012,10,18,1,3~4,34,4,6,15,8,2,0,0,0,5,0,0,74
고속국도,04004,2012,10,18,1,4~5,95,6,15,27,14,7,5,0,0,6,0,0,175
고속국도,04004,2012,10,18,1,5~6,257,0,16,47,32,22,8,0,0,15,0,1,398
고속국도,04004,2012,10,18,1,6~7,583,3,53,87,59,46,33,4,1,43,0,4,916
고속국도,04004,2012,10,18,1,7~8,1124,18,73,107,46,48,34,6,0,55,0,5,1516
고속국도,04004,2012,10,18,1,8~9,1110,40,76,128,51,55,41,0,1,53,1,4,1560
고속국도,04004,2012,10,18,1,9~10,876,36,95,149,92,71,38,4,1,50,0,4,1416
고속국도,04004,2012,10,18,1,10~11,1038,24,105,161,59,69,55,6,1,62,1,5,1586
고속국도,04004,2012,10,18,1,11~12,967,15,77,166,53,42,75,5,0,45,0,4,1449
고속국도,04004,2012,10,18,1,12~13,904,6,89,126,82,68,59,5,1,50,0,5,1395
고속국도,04004,2012,10,18,1,13~14,868,10,87,108,60,53,62,0,0,48,0,4,1300
고속국도,04004,2012,10,18,1,14~15,849,14,96,140,55,57,63,4,1,42,0,3,1324
고속국도,04004,2012,10,18,1,15~16,730,16,93,133,88,83,32,0,0,42,1,4,1222
고속국도,04004,2012,10,18,1,16~17,786,19,95,110,66,57,12,3,0,25,1,3,1177
고속국도,04004,2012,10,18,1,17~18,765,14,71,61,47,46,8,5,0,32,0,4,1053
고속국도,04004,2012,10,18,1,18~19,680,23,64,61,54,34,10,0,0,13,0,1,940
고속국도,04004,2012,10,18,1,19~20,425,11,38,43,23,25,10,0,0,12,0,0,587
고속국도,04004,2012,10,18,1,20~21,313,14,31,51,25,20,5,2,0,7,0,0,468
고속국도,04004,2012,10,18,1,21~22,299,12,12,28,38,21,7,1,0,6,0,0,424
고속국도,04004,2012,10,18,1,22~23,267,13,18,15,40,14,7,0,0,9,0,0,383
고속국도,04004,2012,10,18,1,23~0,149,3,4,20,23,7,1,0,0,5,0,0,212
고속국도,04004,2012,10,18,2,0~1,97,0,8,22,13,5,4,0,1,1,0,3,154
고속국도,04004,2012,10,18,2,1~2,116,2,17,12,10,2,2,0,0,1,0,4,166
고속국도,04004,2012,10,18,2,2~3,57,0,10,12,4,6,0,0,0,1,0,3,93
고속국도,04004,2012,10,18,2,3~4,55,0,11,22,15,11,0,0,0,0,0,2,116
고속국도,04004,2012,10,18,2,4~5,68,0,16,48,18,14,4,0,0,4,0,4,176
고속국도,04004,2012,10,18,2,5~6,142,5,24,88,30,19,15,2,0,11,0,4,340
고속국도,04004,2012,10,18,2,6~7,295,18,43,109,57,25,18,0,0,16,0,4,585
고속국도,04004,2012,10,18,2,7~8,593,14,74,111,50,14,0,0,0,20,0,4,880
고속국도,04004,2012,10,18,2,8~9,724,23,87,119,50,18,12,3,0,21,1,3,1061
고속국도,04004,2012,10,18,2,9~10,731,15,97,138,95,28,13,1,1,44,1,5,1169
고속국도,04004,2012,10,18,2,10~11,768,15,121,220,140,42,5,0,1,45,1,5,1363
고속국도,04004,2012,10,18,2,11~12,870,18,112,196,71,27,5,1,0,22,1,3,1326
고속국도,04004,2012,10,18,2,12~13,739,5,80,153,104,25,14,4,1,12,0,1,1138
고속국도,04004,2012,10,18,2,13~14,963,13,112,203,62,10,14,5,1,17,1,2,1403
고속국도,04004,2012,10,18,2,14~15,1034,41,106,190,50,18,11,5,1,10,1,2,1469
고속국도,04004,2012,10,18,2,15~16,1239,42,130,222,46,14,4,0,1,14,1,2,1715
고속국도,04004,2012,10,18,2,16~17,1150,13,116,185,21,9,0,7,0,14,1,3,1519
고속국도,04004,2012,10,18,2,17~18,1225,16,120,136,34,12,0,5,0,12,2,2,1564
고속국도,04004,2012,10,18,2,18~19,1131,25,78,111,32,25,4,1,1,23,0,4,1435
고속국도,04004,2012,10,18,2,19~20,824,21,56,97,16,11,4,3,0,14,1,3,1050
고속국도,04004,2012,10,18,2,20~21,678,16,45,58,14,8,0,4,0,12,1,3,839
고속국도,04004,2012,10,18,2,21~22,512,17,22,56,20,18,3,0,0,1,1,2,652
고속국도,04004,2012,10,18,2,22~23,355,12,20,38,10,5,0,0,0,0,0,0,440
고속국도,04004,2012,10,18,2,23~0,201,5,17,18,5,5,4,2,1,1,0,1,260
고속국도,04005,2012,10,18,1,0~1,104,0,12,10,10,8,7,0,0,2,0,0,153
고속국도,04005,2012,10,18,1,1~2,46,0,7,9,13,10,10,0,0,7,0,0,102
고속국도,04005,2012,10,18,1,2~3,30,0,12,8,9,5,11,0,0,0,0,0,75
고속국도,04005,2012,10,18,1,3~4,27,0,8,8,20,8,8,0,0,10,0,0,89
고속국도,04005,2012,10,18,1,4~5,27,3,19,25,16,7,7,0,0,10,0,0,114
고속국도,04005,2012,10,18,1,5~6,122,22,29,43,41,29,31,0,0,19,0,2,338
고속국도,04005,2012,10,18,1,6~7,419,28,79,69,63,32,41,16,0,63,0,9,819
고속국도,04005,2012,10,18,1,7~8,761,28,199,150,150,64,55,9,0,49,0,12,1477
고속국도,04005,2012,10,18,1,8~9,722,50,162,152,110,75,62,10,0,55,0,5,1403
고속국도,04005,2012,10,18,1,9~10,627,81,165,122,140,83,63,18,0,41,0,6,1346
고속국도,04005,2012,10,18,1,10~11,917,19,199,170,122,67,50,13,0,50,0,10,1617
