도로등급,지점번호,년,월,일,방향,시간,1종,2종,3종,4종,5종,6종,7종,8종,9종,10종,11종,12종,계
고속국도,01523,2012,10,18,1,15~16,2548,116,437,180,85,58,48,28,0,95,0,8,3603
고속국도,01523,2012,10,18,1,16~17,2861,188,517,130,92,60,48,24,0,59,0,11,3990
고속국도,01523,2012,10,18,1,17~18,2876,118,374,116,88,51,50,17,0,46,0,6,3742
고속국도,01523,2012,10,18,1,18~19,2346,95,343,93,82,26,28,11,0,46,0,9,3079
고속국도,01523,2012,10,18,1,19~20,1946,66,272,59,49,23,31,14,0,34,0,4,2498
고속국도,01523,2012,10,18,1,20~21,1584,68,175,46,35,31,29,14,0,40,0,6,2028
고속국도,01523,2012,10,18,1,21~22,1243,29,151,37,34,17,21,17,0,50,0,5,1604
고속국도,01523,2012,10,18,1,22~23,858,11,106,57,44,14,23,6,0,24,0,3,1146
고속국도,01523,2012,10,18,1,23~0,592,7,56,65,29,29,26,5,0,20,0,3,832
고속국도,01523,2012,10,18,2,0~1,295,6,42,4,16,6,5,19,1,56,0,7,457
고속국도,01523,2012,10,18,2,1~2,208,0,54,13,6,6,9,11,0,39,0,3,349
고속국도,01523,2012,10,18,2,2~3,222,1,21,8,3,4,5,22,0,53,1,10,350
고속국도,01523,2012,10,18,2,3~4,250,4,55,8,6,6,4,25,0,88,0,11,457
고속국도,01523,2012,10,18,2,4~5,350,0,61,12,26,6,11,28,1,99,1,11,606
고속국도,01523,2012,10,18,2,5~6,578,23,131,63,37,25,28,53,3,203,2,42,1188
고속국도,01523,2012,10,18,2,6~7,1228,20,335,159,99,79,89,67,0,236,4,34,2350
고속국도,01523,2012,10,18,2,7~8,1781,75,493,188,132,98,62,28,0,83,0,21,2961
고속국도,01523,2012,10,18,2,8~9,1704,205,340,127,80,51,63,22,0,49,0,5,2646
고속국도,01523,2012,10,18,2,9~10,2071,208,358,195,167,92,116,10,0,73,0,13,3303
고속국도,01523,2012,10,18,2,10~11,2381,167,357,267,203,83,83,16,0,63,0,6,3626
고속국도,01523,2012,10,18,2,11~12,2372,86,302,219,168,105,97,40,0,104,3,11,3507
고속국도,01523,2012,10,18,2,12~13,2281,78,356,161,172,82,101,25,1,89,1,15,3362
고속국도,01523,2012,10,18,2,13~14,2260,51,322,136,172,101,91,30,3,122,3,20,3311
고속국도,01523,2012,10,18,2,14~15,1877,62,326,187,85,71,81,47,0,150,1,23,2910
고속국도,01523,2012,10,18,2,15~16,1707,87,241,170,110,64,80,32,1,123,0,16,2631
고속국도,01523,2012,10,18,2,16~17,1502,101,245,105,128,62,84,21,1,80,0,13,2342
고속국도,01523,2012,10,18,2,17~18,1416,124,196,110,51,47,48,19,0,56,0,8,2075
고속국도,01523,2012,10,18,2,18~19,955,72,322,56,50,30,27,30,0,71,0,14,1627
고속국도,01523,2012,10,18,2,19~20,661,43,370,68,40,23,25,25,0,115,0,11,1381
고속국도,01523,2012,10,18,2,20~21,636,34,286,24,29,18,11,27,1,109,2,13,1190
고속국도,01523,2012,10,18,2,21~22,543,15,209,46,28,20,15,21,0,88,0,8,993
고속국도,01523,2012,10,18,2,22~23,438,13,176,24,22,16,10,16,0,54,0,9,778
고속국도,01523,2012,10,18,2,23~0,367,10,134,20,12,12,11,11,0,40,1,4,622
고속국도,01523-1,2012,10,18,1,0~1,402,2,37,54,37,8,23,2,1,15,0,2,583
고속국도,01523-1,2012,10,18,1,1~2,220,2,23,47,32,6,18,1,0,9,0,2,360
고속국도,01523-1,2012,10,18,1,2~3,166,1,24,55,35,7,18,1,0,12,0,3,322
고속국도,01523-1,2012,10,18,1,3~4,144,3,35,39,47,9,22,0,0,12,1,5,317
고속국도,01523-1,2012,10,18,1,4~5,166,4,28,52,63,27,40,3,0,38,1,6,428
고속국도,01523-1,2012,10,18,1,5~6,221,13,54,128,155,53,125,8,1,68,2,13,841
고속국도,01523-1,2012,10,18,1,6~7,313,7,65,199,161,68,172,20,0,85,0,15,1105
고속국도,01523-1,2012,10,18,1,7~8,599,17,132,280,154,58,84,13,0,63,1,4,1405
고속국도,01523-1,2012,10,18,1,8~9,879,65,188,278,150,65,74,19,1,79,0,13,1811
고속국도,01523-1,2012,10,18,1,9~10,1205,66,294,388,128,89,55,42,3,96,6,14,2386
고속국도,01523-1,2012,10,18,1,10~11,1246,72,365,419,192,112,69,47,0,103,3,8,2636
고속국도,01523-1,2012,10,18,1,11~12,1323,51,376,405,163,69,81,33,0,93,4,22,2620
고속국도,01523-1,2012,10,18,1,12~13,1272,40,324,361,153,84,84,47,2,95,2,18,2482
고속국도,01523-1,2012,10,18,1,13~14,1605,47,390,369,176,76,83,26,1,83,2,9,2867
고속국도,01523-1,2012,10,18,1,14~15,2197,71,537,409,185,90,89,34,1,109,1,19,3742
고속국도,01523-1,2012,10,18,1,15~16,3011,89,733,527,205,88,89,47,1,135,1,16,4942
고속국도,01523-1,2012,10,18,1,16~17,3021,54,648,377,150,64,58,14,2,89,3,8,4488
고속국도,01523-1,2012,10,18,1,17~18,2941,86,548,294,108,53,50,11,0,69,1,4,4165
고속국도,01523-1,2012,10,18,1,18~19,2025,66,372,172,76,33,28,10,0,38,0,5,2825
고속국도,01523-1,2012,10,18,1,19~20,1640,34,303,153,71,17,20,7,1,26,1,2,2275
고속국도,01523-1,2012,10,18,1,20~21,1435,53,209,124,65,16,27,4,1,22,1,3,1960
고속국도,01523-1,2012,10,18,1,21~22,1217,43,140,84,44,20,20,2,0,22,0,2,1594
고속국도,01523-1,2012,10,18,1,22~23,862,9,112,69,46,14,20,8,0,14,0,3,1157
고속국도,01523-1,2012,10,18,1,23~0,610,4,63,48,47,16,21,2,0,15,0,1,827
고속국도,01523-1,2012,10,18,2,0~1,311,2,39,46,40,10,16,5,0,9,1,0,479
고속국도,01523-1,2012,10,18,2,1~2,212,0,28,40,29,14,12,6,1,4,1,1,348
고속국도,01523-1,2012,10,18,2,2~3,186,2,17,42,32,14,9,3,3,7,0,2,317
고속국도,01523-1,2012,10,18,2,3~4,229,0,26,67,64,15,14,8,1,18,0,0,442
고속국도,01523-1,2012,10,18,2,4~5,306,2,51,98,75,27,31,9,1,28,0,5,633
고속국도,01523-1,2012,10,18,2,5~6,699,8,158,207,103,49,71,14,1,50,0,4,1364
고속국도,01523-1,2012,10,18,2,6~7,1655,17,381,319,144,72,69,23,1,83,0,9,2773
고속국도,01523-1,2012,10,18,2,7~8,2138,88,416,269,95,50,40,15,0,71,2,8,3192
고속국도,01523-1,2012,10,18,2,8~9,2257,149,377,219,71,58,32,15,1,38,1,1,3219
고속국도,01523-1,2012,10,18,2,9~10,2400,122,436,326,138,117,52,34,1,76,2,2,3706
고속국도,01523-1,2012,10,18,2,10~11,2323,54,483,343,151,121,87,43,1,60,4,17,3687
고속국도,01523-1,2012,10,18,2,11~12,2382,40,451,332,147,103,137,46,4,83,3,21,3749
고속국도,01523-1,2012,10,18,2,12~13,2328,20,426,343,191,73,169,56,1,73,6,22,3708
고속국도,01523-1,2012,10,18,2,13~14,2192,35,501,413,176,76,151,37,1,99,2,18,3701
고속국도,01523-1,2012,10,18,2,14~15,2113,61,480,388,183,87,99,67,4,81,9,20,3592
고속국도,01523-1,2012,10,18,2,15~16,2021,75,455,404,178,86,130,49,3,79,0,20,3500
고속국도,01523-1,2012,10,18,2,16~17,1815,89,316,347,158,68,88,42,0,56,2,28,3009
고속국도,01523-1,2012,10,18,2,17~18,1576,84,285,267,136,67,76,33,3,46,2,23,2598
고속국도,01523-1,2012,10,18,2,18~19,1176,48,179,184,85,35,48,19,0,29,2,8,1813
고속국도,01523-1,2012,10,18,2,19~20,959,59,129,155,118,28,34,9,0,28,0,5,1524
고속국도,01523-1,2012,10,18,2,20~21,883,32,107,133,85,26,27,12,0,17,1,4,1327
고속국도,01523-1,2012,10,18,2,21~22,702,10,81,112,91,18,27,4,1,18,1,4,1069
고속국도,01523-1,2012,10,18,2,22~23,543,6,57,79,70,11,13,6,1,12,0,5,803
고속국도,01523-1,2012,10,18,2,23~0,432,5,47,49,40,16,15,5,0,12,0,2,623
고속국도,01524,2012,10,18,1,0~1,495,3,46,66,46,10,28,3,1,19,0,3,720
고속국도,01524,2012,10,18,1,1~2,281,3,29,60,41,8,23,1,0,12,0,3,461
고속국도,01524,2012,10,18,1,2~3,193,1,28,64,40,8,21,1,0,14,0,3,373
고속국도,01524,2012,10,18,1,3~4,160,3,39,43,52,10,24,0,0,13,1,6,351
고속국도,01524,2012,10,18,1,4~5,166,4,28,52,63,27,40,3,0,38,1,6,428
고속국도,01524,2012,10,18,1,5~6,227,13,55,131,160,54,129,9,1,70,2,13,864
고속국도,01524,2012,10,18,1,6~7,335,7,70,213,172,73,184,21,0,91,0,16,1182
고속국도,01524,2012,10,18,1,7~8,587,17,131,278,153,58,83,13,0,62,1,4,1387
고속국도,01524,2012,10,18,1,8~9,777,58,166,246,133,58,65,17,1,70,0,11,1602
고속국도,01524,2012,10,18,1,9~10,1152,63,281,371,122,85,53,40,3,92,6,13,2281
고속국도,01524,2012,10,18,1,10~11,1283,74,376,431,198,116,71,49,0,107,3,8,2716
고속국도,01524,2012,10,18,1,11~12,1451,56,412,445,178,75,89,36,0,102,4,24,2872
고속국도,01524,2012,10,18,1,12~13,1459,46,371,414,176,96,96,54,2,109,2,21,2846
고속국도,01524,2012,10,18,1,13~14,1802,52,438,415,198,86,93,29,1,93,2,10,3219
고속국도,01524,2012,10,18,1,14~15,2284,74,558,426,192,93,92,35,1,114,1,20,3890
고속국도,01524,2012,10,18,1,15~16,2680,79,652,469,183,78,79,42,1,120,1,14,4398
고속국도,01524,2012,10,18,1,16~17,3086,55,662,385,153,65,59,14,2,91,3,8,4583
고속국도,01524,2012,10,18,1,17~18,3003,88,559,300,110,55,51,11,0,70,1,4,4252
고속국도,01524,2012,10,18,1,18~19,3017,98,554,257,114,49,42,15,0,56,0,7,4209
고속국도,01524,2012,10,18,1,19~20,2141,44,395,200,93,23,26,9,1,34,1,3,2970
고속국도,01524,2012,10,18,1,20~21,1936,71,281,168,88,22,36,6,2,30,1,4,2645
고속국도,01524,2012,10,18,1,21~22,1536,55,177,106,56,25,25,3,0,27,0,3,2013
고속국도,01524,2012,10,18,1,22~23,1054,11,137,84,57,17,25,10,0,17,0,4,1416
고속국도,01524,2012,10,18,1,23~0,768,5,80,61,60,20,26,3,0,19,0,2,1044
고속국도,01524,2012,10,18,2,0~1,384,2,49,57,49,13,20,6,0,11,1,0,592
고속국도,01524,2012,10,18,2,1~2,276,0,36,52,38,19,16,8,2,6,1,2,456
고속국도,01524,2012,10,18,2,2~3,253,2,23,57,44,19,12,3,3,9,0,2,427
고속국도,01524,2012,10,18,2,3~4,291,0,34,85,81,19,17,10,1,23,0,0,561
고속국도,01524,2012,10,18,2,4~5,397,3,66,127,98,36,41,11,1,37,0,6,823
고속국도,01524,2012,10,18,2,5~6,974,11,219,289,143,68,99,20,1,70,0,5,1899
고속국도,01524,2012,10,18,2,6~7,2101,22,484,405,182,92,87,29,1,105,0,11,3519
고속국도,01524,2012,10,18,2,7~8,2830,116,550,356,126,66,53,20,0,93,3,10,4223
고속국도,01524,2012,10,18,2,8~9,2835,187,474,275,89,72,40,19,1,48,1,1,4042
고속국도,01524,2012,10,18,2,9~10,2467,125,448,335,142,120,54,35,1,78,2,2,3809
고속국도,01524,2012,10,18,2,10~11,2375,56,494,351,155,124,89,44,1,61,4,18,3772
고속국도,01524,2012,10,18,2,11~12,2365,40,448,330,146,102,136,46,4,82,3,21,3723
고속국도,01524,2012,10,18,2,12~13,2406,21,440,355,198,75,175,58,1,75,6,23,3833
고속국도,01524,2012,10,18,2,13~14,2238,36,511,422,180,78,154,37,1,101,2,18,3778
고속국도,01524,2012,10,18,2,14~15,2107,61,478,387,183,87,99,67,4,81,9,20,3583
고속국도,01524,2012,10,18,2,15~16,1986,74,447,397,175,84,127,48,3,78,0,20,3439
고속국도,01524,2012,10,18,2,16~17,1898,93,331,363,166,72,92,44,0,58,2,30,3149
고속국도,01524,2012,10,18,2,17~18,1681,89,304,284,145,72,81,35,3,49,2,25,2770
고속국도,01524,2012,10,18,2,18~19,1285,53,195,201,93,38,53,21,0,32,2,8,1981
고속국도,01524,2012,10,18,2,19~20,1132,70,152,183,139,33,41,10,0,32,0,6,1798
고속국도,01524,2012,10,18,2,20~21,1002,36,121,151,96,30,31,13,0,19,1,4,1504
고속국도,01524,2012,10,18,2,21~22,825,12,95,132,107,21,31,5,1,22,1,5,1257
고속국도,01524,2012,10,18,2,22~23,664,7,69,96,85,13,16,7,1,15,0,6,979
고속국도,01524,2012,10,18,2,23~0,562,6,61,64,53,20,19,6,0,16,0,3,810
고속국도,01525,2012,10,18,1,0~1,496,3,46,66,46,10,28,3,1,19,0,3,721
고속국도,01525,2012,10,18,1,1~2,278,3,28,60,41,8,22,1,0,12,0,3,456
고속국도,01525,2012,10,18,1,2~3,193,1,28,64,40,8,21,1,0,14,0,3,373
고속국도,01525,2012,10,18,1,3~4,145,3,35,39,47,9,22,0,0,12,1,5,318
고속국도,01525,2012,10,18,1,4~5,149,4,25,47,56,24,36,3,0,34,1,6,385
고속국도,01525,2012,10,18,1,5~6,196,12,48,113,138,47,111,7,1,60,2,12,747
고속국도,01525,2012,10,18,1,6~7,323,7,67,205,166,70,177,20,0,88,0,15,1138
고속국도,01525,2012,10,18,1,7~8,614,17,133,284,156,59,85,13,0,63,1,4,1429
고속국도,01525,2012,10,18,1,8~9,848,63,181,268,145,63,71,18,1,76,0,12,1746
고속국도,01525,2012,10,18,1,9~10,1276,70,312,411,136,94,59,44,4,101,6,15,2528
고속국도,01525,2012,10,18,1,10~11,1377,79,404,462,212,124,76,52,0,114,3,9,2912
고속국도,01525,2012,10,18,1,11~12,1582,62,449,485,194,82,97,39,0,111,4,26,3131
고속국도,01525,2012,10,18,1,12~13,1512,48,385,430,182,100,100,56,2,113,2,22,2952
고속국도,01525,2012,10,18,1,13~14,1976,57,480,455,217,94,102,32,1,102,2,11,3529
고속국도,01525,2012,10,18,1,14~15,2455,80,600,458,207,100,99,38,1,122,1,22,4183
고속국도,01525,2012,10,18,1,15~16,2931,86,713,513,200,85,86,46,1,131,1,16,4809
고속국도,01525,2012,10,18,1,16~17,3173,57,681,396,158,67,61,15,2,94,3,8,4715
고속국도,01525,2012,10,18,1,17~18,3299,97,614,330,121,60,56,12,0,77,1,4,4671
고속국도,01525,2012,10,18,1,18~19,3233,105,593,275,122,52,45,16,0,60,0,7,4508
고속국도,01525,2012,10,18,1,19~20,3152,65,582,295,137,33,38,14,1,51,1,4,4373
고속국도,01525,2012,10,18,1,20~21,2300,84,334,199,104,26,43,7,2,36,1,5,3141
고속국도,01525,2012,10,18,1,21~22,1908,68,220,131,69,31,31,3,0,34,0,3,2498
고속국도,01525,2012,10,18,1,22~23,1168,12,152,93,63,19,27,11,0,19,0,4,1568
고속국도,01525,2012,10,18,1,23~0,853,6,88,67,66,22,29,3,0,21,0,2,1157
고속국도,01525,2012,10,18,2,0~1,383,2,48,57,49,13,20,6,0,11,1,0,590
고속국도,01525,2012,10,18,2,1~2,253,0,33,47,35,17,14,7,2,5,1,2,416
고속국도,01525,2012,10,18,2,2~3,255,2,23,57,44,19,12,4,4,9,0,2,431
고속국도,01525,2012,10,18,2,3~4,280,0,32,81,78,18,17,10,1,22,0,0,539
고속국도,01525,2012,10,18,2,4~5,422,3,70,135,104,38,43,12,1,39,0,7,874
고속국도,01525,2012,10,18,2,5~6,1176,13,265,349,173,82,119,24,2,84,0,6,2293
고속국도,01525,2012,10,18,2,6~7,2866,29,660,552,249,125,119,40,2,144,0,15,4801
고속국도,01525,2012,10,18,2,7~8,3880,159,752,486,172,90,73,27,0,128,4,14,5785
고속국도,01525,2012,10,18,2,8~9,3395,224,567,329,106,87,48,23,1,57,1,1,4839
고속국도,01525,2012,10,18,2,9~10,3198,162,581,434,184,155,70,45,1,101,3,3,4937
고속국도,01525,2012,10,18,2,10~11,2970,70,618,439,194,155,111,55,1,76,5,22,4716
고속국도,01525,2012,10,18,2,11~12,2839,47,538,396,175,122,164,55,5,99,4,25,4469
고속국도,01525,2012,10,18,2,12~13,2519,22,461,371,207,79,183,60,1,79,7,24,4013
고속국도,01525,2012,10,18,2,13~14,2350,38,537,443,189,82,162,39,1,106,2,19,3968
고속국도,01525,2012,10,18,2,14~15,2353,68,534,432,204,97,110,75,5,90,11,22,4001
고속국도,01525,2012,10,18,2,15~16,2213,82,498,442,195,94,142,54,3,87,0,22,3832
고속국도,01525,2012,10,18,2,16~17,2086,102,364,399,182,79,101,48,0,64,2,33,3460
고속국도,01525,2012,10,18,2,17~18,1767,94,319,299,152,76,85,37,3,52,2,26,2912
고속국도,01525,2012,10,18,2,18~19,1368,56,208,214,99,40,56,22,0,34,2,9,2108
고속국도,01525,2012,10,18,2,19~20,1198,74,161,193,147,35,43,11,0,34,0,6,1902
