조사지점,방향,시간,1종,2종,3종,4종,5종,6종,7종,8종,9종,10종,11종,12종,계
00133,0,1,2113,43,95,206,196,52,42,5,0,47,1,11,2811
00133,0,2,1301,19,69,232,162,39,23,6,1,19,1,1,1873
00133,0,3,869,5,55,239,156,55,32,2,0,32,0,4,1449
00133,0,4,783,12,46,275,166,31,36,7,0,40,0,5,1401
00133,0,5,1018,18,79,458,268,64,71,10,0,60,3,13,2062
00133,0,6,2479,32,134,790,561,146,156,7,1,59,3,15,4383
00133,0,7,5293,50,323,969,501,126,117,6,0,86,0,18,7489
00133,0,8,8190,319,444,766,348,127,73,20,0,44,0,10,10341
00133,0,9,9095,456,426,458,228,60,27,4,0,39,1,8,10802
00133,0,10,8776,625,340,489,250,73,48,28,1,33,2,3,10668
00133,0,11,8511,622,416,455,300,76,36,39,0,36,0,1,10492
00133,0,12,8423,527,579,585,273,65,40,31,0,36,0,6,10565
00133,0,13,8312,525,638,577,305,86,62,33,1,35,0,9,10583
00133,0,14,8316,489,652,598,261,94,63,19,2,35,1,10,10540
00133,0,15,8568,470,659,534,242,86,33,27,0,41,0,3,10663
00133,0,16,8806,647,662,515,267,84,40,22,3,43,1,9,11099
00133,0,17,9383,648,631,467,233,52,31,19,0,39,2,5,11510
00133,0,18,9253,552,535,365,214,42,40,13,1,23,0,3,11041
00133,0,19,8512,566,431,324,190,26,26,7,0,20,0,3,10105
00133,0,20,7067,558,282,313,182,24,21,3,0,18,0,3,8471
00133,0,21,6597,468,247,270,209,29,19,3,1,30,1,2,7876
00133,0,22,5871,264,203,278,298,102,26,3,0,37,0,7,7089
00133,0,23,4570,123,144,249,284,133,36,2,0,40,0,5,5586
00133,0,24,3259,79,103,239,227,73,34,3,0,43,0,5,4065
00133,0,25,100926,5930,6305,6778,3422,971,610,261,8,490,7,85,125793
00133,0,26,145365,8117,8193,10651,6321,1745,1132,319,11,935,16,159,182964
00133,1,1,1165,10,82,99,89,33,39,2,0,22,1,10,1552
00133,1,2,666,7,64,129,76,27,13,4,0,12,1,1,1000
00133,1,3,442,2,45,128,85,32,24,1,0,26,0,4,789
00133,1,4,407,7,38,122,104,25,33,3,0,30,0,5,774
00133,1,5,445,9,59,211,175,55,65,5,0,54,3,9,1090
00133,1,6,763,21,59,417,388,113,134,0,0,49,3,15,1962
00133,1,7,1427,21,168,478,307,109,92,2,0,67,0,17,2688
00133,1,8,2221,69,219,396,182,88,57,12,0,32,0,8,3284
00133,1,9,2910,128,247,236,144,35,24,4,0,25,0,7,3760
00133,1,10,3129,182,225,253,142,45,40,11,1,22,1,3,4054
00133,1,11,3165,246,291,282,174,42,24,19,0,30,0,0,4273
00133,1,12,3160,244,372,376,159,39,23,17,0,31,0,5,4426
00133,1,13,3439,237,390,335,169,38,31,10,1,24,0,4,4678
00133,1,14,3708,227,399,332,150,45,36,8,0,22,0,7,4934
00133,1,15,4163,240,467,274,138,42,21,10,0,18,0,2,5375
00133,1,16,4739,311,456,284,119,40,18,7,1,19,0,3,5997
00133,1,17,5421,268,490,245,129,25,14,5,0,19,1,1,6618
00133,1,18,5221,263,433,176,97,19,22,2,1,9,0,1,6244
00133,1,19,5008,310,345,156,103,15,18,4,0,9,0,2,5970
00133,1,20,4320,301,232,167,101,19,16,0,0,6,0,1,5163
00133,1,21,4067,227,205,141,120,21,14,1,0,11,0,1,4808
00133,1,22,3598,114,170,147,154,88,20,0,0,9,0,5,4305
00133,1,23,2708,49,131,124,138,117,31,1,0,18,0,4,3321
00133,1,24,1792,30,85,117,113,65,30,1,0,18,0,5,2256
00133,1,25,42703,2436,4157,3667,1910,567,402,107,4,318,2,58,56331
00133,1,26,68084,3523,5672,5625,3556,1177,839,129,4,582,10,120,89321
00133,2,1,948,33,13,107,107,19,3,3,0,25,0,1,1259
00133,2,2,635,12,5,103,86,12,10,2,1,7,0,0,873
00133,2,3,427,3,10,111,71,23,8,1,0,6,0,0,660
00133,2,4,376,5,8,153,62,6,3,4,0,10,0,0,627
00133,2,5,573,9,20,247,93,9,6,5,0,6,0,4,972
00133,2,6,1716,11,75,373,173,33,22,7,1,10,0,0,2421
00133,2,7,3866,29,155,491,194,17,25,4,0,19,0,1,4801
00133,2,8,5969,250,225,370,166,39,16,8,0,12,0,2,7057
00133,2,9,6185,328,179,222,84,25,3,0,0,14,1,1,7042
00133,2,10,5647,443,115,236,108,28,8,17,0,11,1,0,6614
00133,2,11,5346,376,125,173,126,34,12,20,0,6,0,1,6219
00133,2,12,5263,283,207,209,114,26,17,14,0,5,0,1,6139
00133,2,13,4873,288,248,242,136,48,31,23,0,11,0,5,5905
00133,2,14,4608,262,253,266,111,49,27,11,2,13,1,3,5606
00133,2,15,4405,230,192,260,104,44,12,17,0,23,0,1,5288
00133,2,16,4067,336,206,231,148,44,22,15,2,24,1,6,5102
00133,2,17,3962,380,141,222,104,27,17,14,0,20,1,4,4892
00133,2,18,4032,289,102,189,117,23,18,11,0,14,0,2,4797
00133,2,19,3504,256,86,168,87,11,8,3,0,11,0,1,4135
00133,2,20,2747,257,50,146,81,5,5,3,0,12,0,2,3308
00133,2,21,2530,241,42,129,89,8,5,2,1,19,1,1,3068
00133,2,22,2273,150,33,131,144,14,6,3,0,28,0,2,2784
00133,2,23,1862,74,13,125,146,16,5,1,0,22,0,1,2265
00133,2,24,1467,49,18,122,114,8,4,2,0,25,0,0,1809
00133,2,25,58223,3494,2148,3111,1512,404,208,154,4,172,5,27,69462
00133,2,26,77281,4594,2521,5026,2765,568,293,190,7,353,6,39,93643
00135,0,1,2705,58,117,266,255,66,52,6,0,61,1,12,3599
00135,0,2,1758,26,88,311,221,53,31,9,1,24,1,1,2524
00135,0,3,1086,6,67,299,194,69,39,2,0,40,0,4,1806
00135,0,4,954,14,55,337,200,36,44,8,0,48,0,6,1702
00135,0,5,1240,22,89,556,315,71,78,11,0,66,3,15,2466
00135,0,6,3772,44,197,1135,768,195,204,11,2,77,3,19,6427
00135,0,7,7821,76,486,1459,760,195,180,9,0,131,0,28,11145
00135,0,8,9567,365,563,979,445,173,101,26,0,61,0,14,12294
00135,0,9,9979,497,500,527,271,71,33,5,0,47,1,10,11941
00135,0,10,9698,683,401,561,289,85,58,31,1,40,2,4,11853
00135,0,11,9493,697,485,526,345,88,41,44,0,44,0,1,11764
00135,0,12,9157,580,651,659,305,73,43,34,0,43,0,7,11552
00135,0,13,9103,579,716,645,340,96,70,34,1,38,0,11,11633
00135,0,14,9414,555,751,685,299,106,73,22,2,40,1,12,11960
00135,0,15,9354,514,734,584,265,96,35,29,0,44,0,3,11658
00135,0,16,9651,715,709,564,296,94,44,24,3,47,1,10,12158
00135,0,17,10031,719,642,506,251,57,33,22,0,42,2,6,12311
00135,0,18,10111,610,568,403,237,46,43,15,1,26,0,3,12063
00135,0,19,9150,615,442,357,206,27,26,7,0,22,0,3,10855
00135,0,20,8823,709,330,399,233,28,24,4,0,25,0,4,10579
00135,0,21,8068,590,288,337,258,34,23,4,1,38,1,2,9644
00135,0,22,7413,344,246,357,383,122,32,4,0,50,0,9,8960
00135,0,23,5982,165,179,330,379,167,46,2,0,53,0,5,7308
00135,0,24,4324,108,131,319,303,90,45,3,0,60,0,6,5389
00135,0,25,113379,6590,7206,8098,4103,1180,754,295,8,603,7,109,142332
00135,0,26,168654,9291,9435,13101,7818,2138,1398,366,12,1167,16,195,213591
00135,1,1,1402,12,99,119,108,40,48,2,0,26,1,11,1868
00135,1,2,844,8,81,163,97,35,17,5,0,15,1,1,1267
00135,1,3,539,2,54,156,104,40,29,1,0,32,0,4,961
00135,1,4,477,8,45,143,122,29,40,3,0,36,0,6,909
00135,1,5,483,10,63,229,191,59,70,5,0,58,3,10,1181
00135,1,6,953,26,74,522,485,141,168,0,0,61,3,19,2452
00135,1,7,2238,33,262,750,481,171,144,4,0,104,0,26,4213
00135,1,8,3315,103,327,592,272,131,85,18,0,48,0,12,4903
00135,1,9,3749,165,319,304,186,46,30,5,0,33,0,9,4846
00135,1,10,3945,231,284,320,179,56,50,14,1,28,1,4,5113
00135,1,11,3838,299,352,343,211,51,29,23,0,37,0,0,5183
00135,1,12,3722,287,437,444,187,46,26,20,0,38,0,6,5213
00135,1,13,4043,279,459,394,198,46,38,11,1,27,0,5,5501
00135,1,14,4433,272,477,397,179,53,43,10,0,26,0,9,5899
00135,1,15,4742,273,532,312,157,49,23,12,0,20,0,2,6122
00135,1,16,4843,318,465,290,121,42,18,7,1,19,0,3,6127
00135,1,17,5209,257,471,236,124,24,13,5,0,18,1,1,6359
00135,1,18,5407,272,449,183,101,19,22,2,1,10,0,1,6467
00135,1,19,4859,301,336,151,99,14,17,4,0,9,0,2,5792
00135,1,20,4812,335,258,186,113,21,17,0,0,7,0,1,5750
00135,1,21,4587,257,231,159,135,23,16,1,0,12,0,1,5422
00135,1,22,4213,133,199,172,180,103,24,0,0,10,0,6,5040
00135,1,23,3326,60,161,152,170,144,38,1,0,22,0,4,4078
00135,1,24,2221,38,106,145,140,79,39,1,0,23,0,6,2798
00135,1,25,49484,2789,4834,4565,2396,734,521,131,4,408,2,78,65946
00135,1,26,78200,3979,6541,6862,4340,1462,1044,154,4,719,10,149,103464
00135,2,1,1303,46,18,147,147,26,4,4,0,35,0,1,1731
00135,2,2,914,18,7,148,124,18,14,4,1,9,0,0,1257
00135,2,3,547,4,13,143,90,29,10,1,0,8,0,0,845
00135,2,4,477,6,10,194,78,7,4,5,0,12,0,0,793
00135,2,5,757,12,26,327,124,12,8,6,0,8,0,5,1285
00135,2,6,2819,18,123,613,283,54,36,11,2,16,0,0,3975
00135,2,7,5583,43,224,709,279,24,36,5,0,27,0,2,6932
00135,2,8,6252,262,236,387,173,42,16,8,0,13,0,2,7391
00135,2,9,6230,332,181,223,85,25,3,0,0,14,1,1,7095
00135,2,10,5753,452,117,241,110,29,8,17,0,12,1,0,6740
00135,2,11,5655,398,133,183,134,37,12,21,0,7,0,1,6581
00135,2,12,5435,293,214,215,118,27,17,14,0,5,0,1,6339
00135,2,13,5060,300,257,251,142,50,32,23,0,11,0,6,6132
00135,2,14,4981,283,274,288,120,53,30,12,2,14,1,3,6061
00135,2,15,4612,241,202,272,108,47,12,17,0,24,0,1,5536
00135,2,16,4808,397,244,274,175,52,26,17,2,28,1,7,6031
00135,2,17,4822,462,171,270,127,33,20,17,0,24,1,5,5952
00135,2,18,4704,338,119,220,136,27,21,13,0,16,0,2,5596
00135,2,19,4291,314,106,206,107,13,9,3,0,13,0,1,5063
00135,2,20,4011,374,72,213,120,7,7,4,0,18,0,3,4829
00135,2,21,3481,333,57,178,123,11,7,3,1,26,1,1,4222
00135,2,22,3200,211,47,185,203,19,8,4,0,40,0,3,3920
00135,2,23,2656,105,18,178,209,23,8,1,0,31,0,1,3230
00135,2,24,2103,70,25,174,163,11,6,2,0,37,0,0,2591
00135,2,25,63895,3801,2372,3533,1707,446,233,164,4,195,5,31,76386
00135,2,26,90454,5312,2894,6239,3478,676,354,212,8,448,6,46,110127
00136,0,1,3147,66,137,308,295,76,62,7,0,69,1,14,4182
00136,0,2,1966,28,105,351,246,60,34,10,1,28,1,1,2831
00136,0,3,1209,7,79,334,217,76,45,2,0,46,0,5,2020
00136,0,4,1030,16,65,356,223,42,51,9,0,55,0,7,1854
00136,0,5,1277,23,104,577,351,88,97,12,0,82,3,16,2630
00136,0,6,3805,50,209,1244,899,236,253,10,2,96,4,25,6833
00136,0,7,8174,84,571,1695,928,261,234,10,0,170,0,37,12164
00136,0,8,9785,360,649,1143,522,217,131,32,0,77,0,18,12934
00136,0,9,10522,512,598,612,331,84,44,7,0,57,1,13,12781
00136,0,10,10094,688,477,627,330,99,74,32,2,46,3,5,12477
00136,0,11,9333,691,535,565,366,93,44,44,0,49,0,1,11721
00136,0,12,8968,585,695,703,319,77,45,35,0,48,0,7,11482
00136,0,13,8866,570,738,660,344,94,69,32,1,39,0,10,11423
00136,0,14,9235,548,764,688,301,106,73,21,2,40,1,12,11791
00136,0,15,9522,526,782,600,275,97,37,28,0,43,0,3,11913
00136,0,16,9757,715,737,572,295,93,42,23,3,45,1,10,12293
00136,0,17,10310,720,683,516,256,57,34,20,0,42,2,5,12645
00136,0,18,10155,609,579,403,236,45,43,14,1,26,0,3,12114
00136,0,19,9453,635,455,370,213,27,26,8,0,22,0,3,11212
00136,0,20,9322,754,345,422,245,28,24,4,0,26,0,4,11174
00136,0,21,8496,620,304,356,271,35,23,4,1,40,1,2,10153
00136,0,22,8009,369,267,386,413,132,33,4,0,53,0,9,9675
00136,0,23,6554,181,196,362,414,183,49,2,0,57,0,6,8004
00136,0,24,4847,119,147,356,340,102,49,4,0,65,0,7,6036
00136,0,25,114721,6608,7808,8784,4503,1323,870,298,9,682,8,124,145738
00136,0,26,173836,9476,10221,14206,8630,2408,1616,374,13,1321,18,223,222342
00136,1,1,1665,14,117,141,128,47,57,2,0,30,1,13,2215
00136,1,2,1030,10,98,199,119,42,20,6,0,18,1,1,1544
00136,1,3,651,3,66,189,125,47,35,1,0,38,0,5,1160
00136,1,4,588,10,56,176,151,35,48,4,0,44,0,7,1119
00136,1,5,619,12,82,293,244,77,90,7,0,75,3,12,1514
00136,1,6,1263,34,98,691,643,186,222,0,0,82,4,25,3248
00136,1,7,3148,46,369,1056,676,240,202,5,0,146,0,35,5923
00136,1,8,4610,143,454,823,379,183,118,25,0,67,0,16,6818
00136,1,9,5198,229,443,421,258,63,41,7,0,45,0,12,6717
00136,1,10,5237,306,378,424,237,75,67,18,2,36,2,5,6787
00136,1,11,4634,361,425,413,255,63,34,27,0,44,0,0,6256
00136,1,12,4377,337,514,521,219,54,31,23,0,43,0,6,6125
00136,1,13,4579,316,520,447,224,52,42,13,1,30,0,5,6229
00136,1,14,4873,299,525,436,197,60,47,11,0,28,0,9,6485
00136,1,15,5350,308,600,353,177,55,26,13,0,22,0,2,6906
00136,1,16,5338,350,513,320,133,45,19,7,1,20,0,3,6749
00136,1,17,5778,286,522,262,137,26,15,5,0,20,1,1,7053
00136,1,18,5587,281,464,189,104,20,23,2,1,10,0,1,6682
00136,1,19,4989,309,345,156,102,14,17,4,0,9,0,2,5947
00136,1,20,4931,344,265,190,115,21,17,0,0,7,0,1,5891
00136,1,21,4859,272,244,169,143,24,16,1,0,13,0,1,5742
00136,1,22,4579,144,216,187,196,112,25,0,0,11,0,6,5476
00136,1,23,3645,66,177,167,186,158,41,1,0,24,0,5,4470
00136,1,24,2521,42,120,164,159,90,43,1,0,25,0,7,3172
00136,1,25,58709,3262,5727,5665,2996,936,665,156,5,511,3,95,78730
00136,1,26,90049,4522,7611,8387,5307,1789,1296,183,5,887,12,180,120228
00136,2,1,1482,52,20,167,167,29,5,5,0,39,0,1,1967
00136,2,2,936,18,7,152,127,18,14,4,1,10,0,0,1287
00136,2,3,558,4,13,145,92,29,10,1,0,8,0,0,860
00136,2,4,442,6,9,180,72,7,3,5,0,11,0,0,735
00136,2,5,658,11,22,284,107,11,7,5,0,7,0,4,1116
00136,2,6,2542,16,111,553,256,50,31,10,2,14,0,0,3585
00136,2,7,5026,38,202,639,252,21,32,5,0,24,0,2,6241
00136,2,8,5175,217,195,320,143,34,13,7,0,10,0,2,6116
00136,2,9,5324,283,155,191,73,21,3,0,0,12,1,1,6064
00136,2,10,4857,382,99,203,93,24,7,14,0,10,1,0,5690
00136,2,11,4699,330,110,152,111,30,10,17,0,5,0,1,5465
00136,2,12,4591,248,181,182,100,23,14,12,0,5,0,1,5357
00136,2,13,4287,254,218,213,120,42,27,19,0,9,0,5,5194
00136,2,14,4362,249,239,252,104,46,26,10,2,12,1,3,5306
00136,2,15,4172,218,182,247,98,42,11,15,0,21,0,1,5007
00136,2,16,4419,365,224,252,162,48,23,16,2,25,1,7,5544
00136,2,17,4532,434,161,254,119,31,19,15,0,22,1,4,5592
00136,2,18,4568,328,115,214,132,25,20,12,0,16,0,2,5432
00136,2,19,4464,326,110,214,111,13,9,4,0,13,0,1,5265
00136,2,20,4391,410,80,232,130,7,7,4,0,19,0,3,5283
00136,2,21,3637,348,60,187,128,11,7,3,1,27,1,1,4411
00136,2,22,3430,225,51,199,217,20,8,4,0,42,0,3,4199
00136,2,23,2909,115,19,195,228,25,8,1,0,33,0,1,3534
00136,2,24,2326,77,27,192,181,12,6,3,0,40,0,0,2864
00136,2,25,56012,3346,2081,3119,1507,387,205,142,4,171,5,29,67008
00136,2,26,83787,4954,2610,5819,3323,619,320,191,8,434,6,43,102114
00137,0,1,3275,72,138,323,310,79,61,8,0,74,1,14,4355
00137,0,2,2054,30,104,364,259,62,36,10,1,29,1,1,2951
00137,0,3,1333,8,81,366,238,84,47,2,0,48,0,5,2212
00137,0,4,1092,17,63,385,230,42,50,10,0,56,0,7,1952
00137,0,5,1327,23,94,593,332,74,81,13,0,68,3,15,2623
00137,0,6,4068,47,212,1227,835,212,222,12,2,84,4,21,6946
00137,0,7,8640,86,565,1687,899,242,219,10,0,160,0,35,12543
00137,0,8,9825,370,608,1063,486,194,115,29,0,68,0,16,12774
00137,0,9,10374,512,547,570,300,77,39,6,0,52,1,11,12489
00137,0,10,10199,711,439,602,313,93,64,33,1,43,2,4,12504
00137,0,11,10233,748,502,549,361,93,43,47,0,45,0,1,12622
00137,0,12,8565,540,601,608,282,68,41,32,0,39,0,6,10782
00137,0,13,8354,531,662,595,313,88,64,32,1,36,0,9,10685
00137,0,14,9283,548,752,682,299,105,73,21,2,40,1,12,11818
00137,0,15,9436,519,743,590,268,96,36,29,0,44,0,3,11764
00137,0,16,9447,692,713,554,285,91,42,22,3,45,1,10,11905
00137,0,17,10083,706,667,503,252,57,34,20,0,42,2,5,12371
00137,0,18,9967,592,584,392,229,45,43,13,1,25,0,3,11894
00137,0,19,10090,678,490,392,227,30,29,8,0,24,0,3,11971
00137,0,20,9339,755,347,423,247,29,26,5,0,27,0,4,11202
00137,0,21,8417,616,299,353,269,35,23,4,1,41,1,2,10061
00137,0,22,7796,365,255,377,405,126,33,4,0,54,0,9,9424
00137,0,23,6636,186,192,369,425,178,50,2,0,60,0,6,8104
00137,0,24,4958,126,146,368,349,99,49,4,0,69,0,7,6175
00137,0,25,114406,6555,7383,8395,4287,1249,813,294,8,639,7,115,144151
00137,0,26,174791,9478,9804,13935,8413,2299,1520,376,12,1273,17,209,222127
00137,1,1,1642,15,116,140,127,47,55,2,0,30,1,13,2188
00137,1,2,1007,10,96,195,116,42,20,6,0,18,1,1,1512
00137,1,3,630,3,64,183,122,47,34,1,0,38,0,5,1127
00137,1,4,557,10,52,167,143,34,46,4,0,42,0,7,1062
00137,1,5,500,10,65,237,197,61,73,6,0,60,3,10,1222
00137,1,6,1043,28,80,570,531,153,184,0,0,67,4,21,2681
00137,1,7,2830,42,332,949,608,217,182,5,0,132,0,33,5330
00137,1,8,3907,121,385,697,322,154,100,21,0,56,0,14,5777
00137,1,9,4397,194,374,356,218,53,36,6,0,39,0,10,5683
00137,1,10,4482,261,323,363,204,64,56,16,1,32,1,4,5807
00137,1,11,3832,298,352,342,210,51,29,23,0,37,0,0,5174
00137,1,12,3371,260,396,402,169,42,24,18,0,34,0,5,4721
00137,1,13,3776,260,429,368,185,43,35,11,1,26,0,4,5138
00137,1,14,4585,281,494,411,186,55,45,10,0,27,0,9,6103
00137,1,15,4816,277,541,317,159,49,24,12,0,20,0,2,6217
00137,1,16,5137,337,494,308,128,44,19,7,1,20,0,3,6498
00137,1,17,5611,277,508,253,134,26,15,5,0,20,1,1,6851
00137,1,18,5759,290,478,195,107,21,24,2,1,10,0,1,6888
00137,1,19,5439,337,375,169,111,16,19,4,0,10,0,2,6482
00137,1,20,4985,348,268,192,117,21,18,0,0,7,0,1,5957
00137,1,21,4752,266,239,165,140,24,16,1,0,13,0,1,5617
00137,1,22,4348,138,205,177,186,106,24,0,0,10,0,6,5200
00137,1,23,3520,63,171,160,180,151,41,1,0,24,0,5,4316
00137,1,24,2403,41,115,156,151,86,42,1,0,24,0,7,3026
00137,1,25,52503,2898,5106,4961,2630,819,589,136,4,453,2,86,70187
00137,1,26,83329,4167,6952,7472,4751,1607,1161,162,4,796,11,165,110577
00137,2,1,1633,57,22,183,183,32,6,6,0,44,0,1,2167
00137,2,2,1047,20,8,169,143,20,16,4,1,11,0,0,1439
00137,2,3,703,5,17,183,116,37,13,1,0,10,0,0,1085
00137,2,4,535,7,11,218,87,8,4,6,0,14,0,0,890
00137,2,5,827,13,29,356,135,13,8,7,0,8,0,5,1401
00137,2,6,3025,19,132,657,304,59,38,12,2,17,0,0,4265
00137,2,7,5810,44,233,738,291,25,37,5,0,28,0,2,7213
00137,2,8,5918,249,223,366,164,40,15,8,0,12,0,2,6997
00137,2,9,5977,318,173,214,82,24,3,0,0,13,1,1,6806
00137,2,10,5717,450,116,239,109,29,8,17,0,11,1,0,6697
00137,2,11,6401,450,150,207,151,42,14,24,0,8,0,1,7448
00137,2,12,5194,280,205,206,113,26,17,14,0,5,0,1,6061
00137,2,13,4578,271,233,227,128,45,29,21,0,10,0,5,5547
00137,2,14,4698,267,258,271,113,50,28,11,2,13,1,3,5715
00137,2,15,4620,242,202,273,109,47,12,17,0,24,0,1,5547
00137,2,16,4310,355,219,246,157,47,23,15,2,25,1,7,5407
00137,2,17,4472,429,159,250,118,31,19,15,0,22,1,4,5520
00137,2,18,4208,302,106,197,122,24,19,11,0,15,0,2,5006
00137,2,19,4651,341,115,223,116,14,10,4,0,14,0,1,5489
00137,2,20,4354,407,79,231,130,8,8,5,0,20,0,3,5245
00137,2,21,3665,350,60,188,129,11,7,3,1,28,1,1,4444
00137,2,22,3448,227,50,200,219,20,9,4,0,44,0,3,4224
00137,2,23,3116,123,21,209,245,27,9,1,0,36,0,1,3788
00137,2,24,2555,85,31,212,198,13,7,3,0,45,0,0,3149
00137,2,25,61903,3657,2277,3434,1657,430,224,158,4,186,5,29,73964
00137,2,26,91462,5311,2852,6463,3662,692,359,214,8,477,6,44,111550
00139,0,1,3673,85,143,368,355,86,62,9,0,84,1,15,4881
00139,0,2,2371,36,113,418,301,69,41,12,2,31,1,1,3396
00139,0,3,1385,9,80,379,245,85,47,2,0,49,0,5,2286
00139,0,4,1076,17,58,385,221,39,45,10,0,52,0,6,1909
00139,0,5,1187,20,81,530,290,63,69,11,0,58,2,13,2324
00139,0,6,3390,39,178,1028,701,179,188,10,2,70,3,17,5805
00139,0,7,7293,76,520,1542,851,244,217,9,0,157,0,35,10944
00139,0,8,7625,283,498,876,400,165,99,24,0,59,0,14,10043
00139,0,9,7897,390,418,435,229,58,30,5,0,40,1,9,9512
00139,0,10,6788,483,264,380,195,57,37,21,1,26,2,2,8256
00139,0,11,6956,507,320,355,236,62,28,30,0,28,0,1,8523
00139,0,12,6502,406,441,446,208,49,29,23,0,28,0,5,8137
00139,0,13,5915,377,472,425,223,62,45,22,1,25,0,7,7574
00139,0,14,6911,410,574,515,227,79,55,16,1,30,1,9,8828
00139,0,15,6259,345,496,391,179,64,23,20,0,28,0,2,7807
00139,0,16,6825,504,506,398,208,66,29,17,3,32,1,7,8596
00139,0,17,7130,511,459,358,178,40,24,16,0,29,2,4,8751
00139,0,18,7290,446,392,294,174,33,30,11,1,19,0,3,8693
00139,0,19,8242,561,369,332,188,24,22,7,0,20,0,2,9767
00139,0,20,7932,651,278,366,212,23,20,4,0,24,0,4,9514
00139,0,21,7481,566,251,321,242,31,19,4,1,38,1,2,8957
00139,0,22,7885,382,245,388,417,121,32,5,0,59,0,9,9543
00139,0,23,7497,224,192,431,496,182,50,3,0,69,0,6,9150
00139,0,24,5833,152,158,438,417,106,53,5,0,84,0,7,7253
00139,0,25,83391,4738,5360,6415,3308,979,646,214,7,501,7,98,105664
00139,0,26,141343,7480,7506,11799,7393,1987,1294,296,12,1139,15,185,180449
00139,1,1,1637,14,115,139,126,47,55,2,0,30,1,13,2179
00139,1,2,1072,11,103,208,124,44,21,7,0,18,1,1,1610
00139,1,3,613,3,62,178,118,45,33,1,0,37,0,5,1095
00139,1,4,493,9,46,148,126,30,40,4,0,37,0,6,939
00139,1,5,416,8,55,197,164,51,61,5,0,50,2,8,1017
00139,1,6,881,24,68,482,449,130,156,0,0,57,3,17,2267
00139,1,7,2952,43,346,990,634,226,189,5,0,136,0,34,5555
00139,1,8,3463,108,341,618,285,137,88,18,0,50,0,12,5120
00139,1,9,3368,149,286,273,167,40,27,5,0,30,0,8,4353
00139,1,10,2458,143,177,199,112,36,31,9,1,17,1,2,3186
00139,1,11,2279,178,210,204,125,31,17,13,0,22,0,0,3079
00139,1,12,2374,184,279,283,119,29,16,12,0,24,0,4,3324
00139,1,13,2742,189,311,267,135,31,25,8,1,18,0,3,3730
00139,1,14,3676,226,396,329,149,44,36,8,0,21,0,7,4892
00139,1,15,3248,187,364,213,108,33,15,8,0,13,0,1,4190
00139,1,16,3532,232,339,211,88,30,12,5,1,13,0,2,4465
00139,1,17,3746,186,339,169,89,17,10,4,0,13,1,1,4575
00139,1,18,3605,182,299,122,67,12,14,1,1,7,0,1,4311
00139,1,19,3714,230,257,115,76,11,12,3,0,7,0,1,4426
00139,1,20,3754,261,202,145,88,16,13,0,0,6,0,1,4486
00139,1,21,3763,211,189,131,111,19,12,1,0,10,0,1,4448
00139,1,22,3997,126,188,163,171,98,22,0,0,10,0,6,4781
00139,1,23,3385,62,164,155,173,146,38,1,0,22,0,4,4150
00139,1,24,2490,41,119,161,157,89,43,1,0,25,0,7,3133
00139,1,25,37443,2007,3687,3878,2078,666,480,96,4,364,2,75,50780
00139,1,26,63658,3007,5255,6100,3961,1392,986,121,4,673,9,145,85311
00139,2,1,2036,71,28,229,229,39,7,7,0,54,0,2,2702
00139,2,2,1299,25,10,210,177,25,20,5,2,13,0,0,1786
00139,2,3,772,6,18,201,127,40,14,1,0,12,0,0,1191
00139,2,4,583,8,12,237,95,9,5,6,0,15,0,0,970
00139,2,5,771,12,26,333,126,12,8,6,0,8,0,5,1307
00139,2,6,2509,15,110,546,252,49,32,10,2,13,0,0,3538
00139,2,7,4341,33,174,552,217,18,28,4,0,21,0,1,5389
00139,2,8,4162,175,157,258,115,28,11,6,0,9,0,2,4923
00139,2,9,4529,241,132,162,62,18,3,0,0,10,1,1,5159
00139,2,10,4330,340,87,181,83,21,6,12,0,9,1,0,5070
00139,2,11,4677,329,110,151,111,31,11,17,0,6,0,1,5444
00139,2,12,4128,222,162,163,89,20,13,11,0,4,0,1,4813
00139,2,13,3173,188,161,158,88,31,20,14,0,7,0,4,3844
00139,2,14,3235,184,178,186,78,35,19,8,1,9,1,2,3936
00139,2,15,3011,158,132,178,71,31,8,12,0,15,0,1,3617
00139,2,16,3293,272,167,187,120,36,17,12,2,19,1,5,4131
00139,2,17,3384,325,120,189,89,23,14,12,0,16,1,3,4176
00139,2,18,3685,264,93,172,107,21,16,10,0,12,0,2,4382
00139,2,19,4528,331,112,217,112,13,10,4,0,13,0,1,5341
00139,2,20,4178,390,76,221,124,7,7,4,0,18,0,3,5028
00139,2,21,3718,355,62,190,131,12,7,3,1,28,1,1,4509
00139,2,22,3888,256,57,225,246,23,10,5,0,49,0,3,4762
00139,2,23,4112,162,28,276,323,36,12,2,0,47,0,2,5000
00139,2,24,3343,111,39,277,260,17,10,4,0,59,0,0,4120
00139,2,25,45948,2731,1673,2537,1230,313,166,118,3,137,5,23,54884
00139,2,26,77685,4473,2251,5699,3432,595,308,175,8,466,6,40,95138
01523,0,1,654,6,58,64,90,26,51,4,0,19,0,10,982
01523,0,2,418,4,33,63,65,21,33,3,0,14,0,6,660
01523,0,3,383,4,30,60,70,26,28,3,1,34,0,3,642
01523,0,4,445,3,28,54,75,27,36,1,0,25,0,3,697
01523,0,5,449,6,73,118,124,61,105,4,0,56,0,10,1006
01523,0,6,928,23,193,237,225,126,171,9,0,109,0,27,2048
